name_original,name,songer_code,circuit_original,circuit,id,pres,appres,yearl,yearb,yeard,pleft,left,party,district,state,city,gender,race,amon,ayear,crossl,crossa,___l,___j,___char,elevate,pred,dcother,recess,appt,temp,trans,assets,liable,aba,abamin,dsenate,rsenate,dhouse,rhouse,fhouse,fsenate,drhouse,drsenate,whouse,wsenate,nrhouse,nrsenate,dsens,rsens,dummy,tperm,fsens,drsens,wsens,nrsens,osens,yeari,yearc,congress,unity,e1,e2,e3,e4,e5,e6,congresi,unityi,hdem,hrep,sdem,srep,hother,sother,yearo,e7,e8,congreso,unityo,cityb,religion,badeg,bastate,bastatus,jddeg,jdstate,jdstatus,grad1,grad2,networth,agego,service,ageon,csb,ba,bast,bapp,ls,lsst,jdpp,graddeg1,graddeg2,pssc,pslc,plocct,psjdget,pausa,pusa,psgo,psg,pago,pag,pcc,psp,pmag,pbank,pterr,pcab,pasatty,psatty,pcabdept,pscab,pscabdpt,paag,pindreg1,preg1,preg2,preg3,phouse,psenate,pgov,statecab,state2,pssenate,pshouse,pmayor,pccoun,pccom,pada,pda,plother,plotherl,plawprof,pprivate,recdate
"Rogers, John Henry","Rogers, John Henry",,8,Eighth,12730,Cleveland (2),Democrat,1911,1845,1911,Taft,Died,Democrat,Western,Arkansas,"Fort Smith, AR",Male,White,November,1896,1,Same Party,,,,,11097,,Conf. Recess Appt.,0,0,0,,,Not Rated,,39,44,104,246,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1896,1911,62ND,2,228,162,42,49,1,,54TH,"Divided, Both",104,246,39,44,7,5,1911,,,62ND,2,5905,8,56,0,0,0,2,2,,,,66,15,51,"Roxobel, NC",56,0,0,0,2,2,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,11/27/1896
"Rogers, Richard D.","Rogers, Richard D.",11055,10,Tenth,12740,Ford,Republican,1989,1921,9999,Reagan,Retired,Republican,Entire State,Kansas,"Topeka, KS",Male,White,August,1975,0,Same Party,,,,,16260,,Not Recess Appt.,0,0,0,,,Qualified,,61,37,291,144,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1975,1989,101ST,1,260,175,55,45,,,94TH,"Divided, Both",291,144,61,38,0,0,1989,,,101ST,1,5520,7,335,0,0,45,0,0,,,,68,14,54,"Oberlin, KS",335,0,0,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,1,
"Rogers, Waldo H.","Rogers, Waldo H.",11056,10,Tenth,12750,Eisenhower,Republican,1964,1908,1964,L.B. Johnson,Died,Republican,Entire State,New Mexico,"Albuequerque, NM",Male,White,May,1954,1,Same Party,,,,,0,,Not Recess Appt.,1,1,0,,,Excep. Well-Qual.,,46,48,213,221,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1954,1964,88TH,0,258,176,67,33,1,,83RD,Unified,213,221,47,48,1,1,1964,,,88TH,0,3193,2,19,1,0,19,1,0,,,,56,10,46,"Las Vegas, NM",19,1,0,19,1,0,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,
"Roll, John McCarthy","Roll, John McCarthy",30947,9,Ninth,22325,"Bush, 41",Republican,9999,1947,9999,Active Ser.,Active Service,Republican,Entire State,Arizona,"Tucson, AZ",Male,White,November,1991,3,Same Party,,,,,8300,,Not Recess Appt.,0,0,0,131472,,Qualified,,56,44,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1991,,,,,,,,,,102ND,"Divided, Both",267,165,56,44,1,0,9999,,,,,3870,4,5,0,0,5,0,0,10,,131472,8052,8008,44,"Pittsburgh, PA",5,0,0,5,0,0,10,,,1,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,141,,,
"Rose, John Carter","Rose, John Carter",,4,Fourth,12770,Taft,Republican,1922,1861,1927,Harding,Elevated,Republican,Entire State,Maryland,"Baltimore, MD",Male,White,April,1910,0,Same Party,,,,,0,,Not Recess Appt.,1,1,0,,,Not Rated,,32,59,172,219,0,0,0,0,0,0,0,0,2,0,1,3,,,,,,1910,1922,67TH,0,132,300,37,59,1,,61ST,Unified,172,219,32,59,0,0,1922,,,67TH,0,2010,2,0,2,2,52,0,0,,,,61,12,49,"Baltimore, MD",0,2,2,52,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,1,128,,,,,,,,,,,,,,,,,,1,
"Rose, Thomas M.","Rose, Thomas M.",,6,Sixth,30240,"Bush, 43",Republican,9999,,9999,Active Ser.,Active Service,Republican,Southern,Ohio,,Male,White,May,2002,3,Same Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,107TH,"Divided, Senate",212,221,50,50,2,1,9999,,,,,,,,,,,,,,,,,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosen, Gerald Ellis","Rosen, Gerald Ellis",20658,6,Sixth,12788,"Bush, 41",Republican,9999,1951,9999,Active Ser.,Active Service,Republican,Eastern,Michigan,"Detroit, MI",Male,White,March,1990,3,Same Party,,,,,11860,,Not Recess Appt.,0,0,0,153000,,Qualified,Not Qualified,55,45,260,175,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1990,,,,,,,,,,101ST,"Divided, Both",260,175,55,45,0,0,9999,,,,,5519,5,527,0,1,34,1,1,,,153000,8048,8009,39,"Chandler, AZ",527,0,1,34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,74,,,,,,,,,,,,,,,,,,1,
"Rosenbaum, James M.","Rosenbaum, James M.",10880,8,Eighth,12800,Reagan,Republican,9999,1944,9999,Active Ser.,Active Service,Republican,Entire State,Minnesota,"Minneapolis, MN",Male,White,July,1985,3,Same Party,,,,,0,,Not Recess Appt.,1,,0,53000,,Well-Qual.,,47,53,253,182,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1985,,,,,,,,,,99TH,"Divided, House",253,182,47,53,0,0,9999,,,,,5518,5,55,0,0,55,0,0,,,53000,8055,8014,41,"Ft. Snelling, MN",55,0,0,55,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,1,253,,,,,,,,,,,,,,,1,134,,1,
"Rosenberg, Louis","Rosenberg, Louis",20304,3,Third,12810,Kennedy,Democrat,1976,1898,1999,Ford,Retired,Democrat,Western,Pennsylvania,"Pittsburgh, PA",Male,White,November,1961,1,Same Party,,,,,0,,Conf. Recess Appt.,1,,0,,,Not Qualified,,64,36,262,175,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1961,1976,94TH,1,291,144,61,38,,,87TH,Unified,263,174,64,36,0,0,1976,,,94TH,1,6090,5,0,2,2,29,0,1,,,,78,15,63,"Beaver Falls, PA",0,2,2,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,197,,,,,,,1,1,120,,,11/20/1961
"Rosenblatt, Paul G.","Rosenblatt, Paul G.",20963,9,Ninth,12820,Reagan,Republican,2003,1928,9999,"Bush, 43",Retired,Republican,Entire State,Arizona,"Phoenix, AZ",Male,White,June,1984,2,Same Party,,,,,2015,,Not Recess Appt.,0,0,0,536580,,Qualified,Not Qualified,46,54,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1984,2003,108TH,0,205,228,48,51,1,1,98TH,"Divided, House",269,166,46,54,0,0,2003,,,108TH,0,372,2,5,0,0,5,0,0,,,536580,75,19,56,"Prescott, AZ",5,0,0,5,0,0,,,,,1,11,,,,,,,,,,,,,,,,,,,1,74,,,,,,2,,,,,,,,,,,,1,
"Rosenthal, Lee Hyman","Rosenthal, Lee Hyman",30570,5,Fifth,22815,"Bush, 41",Republican,9999,1952,9999,Active Ser.,Active Service,Independent,Southern,Texas,"Houston, TX",Female,White,May,1992,3,Not Two-Party,,,,,,,Not Recess Appt.,1,0,,15092089,,Well-Qual.,,57,43,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1992,,,,,,,,,,102ND,"Divided, Both",267,165,56,44,1,0,9999,,,,,5517,5,17,1,1,17,1,1,,,15092089,8047,8007,40,"Richmond, IN",17,1,1,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,90,,,,,,,,,,,,,,,,,,1,
"Rosling, George","Rosling, George",20225,2,Second,12840,Kennedy,Democrat,1973,1900,1973,Nixon,Died,Democrat,Eastern,New York,"Brooklyn, NY",Male,White,October,1961,1,Same Party,,,,,0,,Conf. Recess Appt.,1,,0,,,Well-Qual.,,64,36,262,175,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1961,1973,93RD,1,243,192,57,43,,,87TH,Unified,263,174,64,36,0,0,1973,,,93RD,1,3260,5,20,0,1,10,0,1,,,,73,12,61,"New York, NY",20,0,1,10,0,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/5/1961
"Ross, Allyne R.","Ross, Allyne R.",20275,2,Second,23775,Clinton,Democrat,9999,1946,9999,Active Ser.,Active Service,Democrat,Eastern,New York,"Rye, NY",Female,White,September,1994,3,Same Party,15,16,R,,,,Not Recess Appt.,0,0,,2726990,,Well-Qual.,Qualified,56,44,259,176,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1994,,,,,,,,,,103RD,Unified,258,176,57,43,1,0,9999,,,,,3260,5,112,1,1,39,1,1,0,0,2726990,8053,8005,48,"New York, NY",112,1,1,39,1,1,0,0,,,,,1,,,,,,,,1,,,,,,,,,,1,181,,,,,,,,,,,,,,,1,56,,1,
"Ross, John William","Ross, John William",20642,6,Sixth,12890,Harding,Republican,1925,1878,1925,Coolidge,Died,Republican,Western,Tennessee,"Jackson, TN",Male,White,May,1921,0,Same Party,,,,,8580,,Not Recess Appt.,0,0,0,,,Not Rated,,37,59,132,300,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1921,1925,69TH,0,183,247,40,54,5,1,67TH,Unified,132,300,37,59,1,0,1925,,,69TH,0,5842,8,0,2,2,152,1,1,,,,47,4,43,"Hardin County, TN",0,2,2,152,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,1,
"Ross, John Rolly","Ross, John Rolly",20964,9,Ninth,12880,Eisenhower,Republican,1963,1899,1963,Kennedy,Died,Republican,Entire State,Nevada,"Denver, CO",Male,White,May,1954,1,Same Party,,,,,0,,Not Recess Appt.,1,4,0,,,Qualified,,46,48,213,221,0,0,0,0,0,0,0,0,1,1,1,3,,,,,,1954,1963,88TH,0,258,176,67,33,1,,83RD,Unified,213,221,47,48,1,1,1963,,,88TH,0,2110,2,201,0,0,82,1,1,,,,64,9,55,"Boston, MA",201,0,0,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,1,,,,1,
"Ross, Erskine Mayo","Ross, Erskine Mayo",,9,Ninth,12860,Cleveland (1),Democrat,1895,1845,1928,Cleveland (2),Elevated,Democrat,Southern,California,"Los Angeles, CA",Male,White,January,1887,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Not Rated,,37,39,170,151,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1886,1894,53RD,0,220,126,44,38,8,3,49TH,"Divided, Senate",182,140,34,41,2,0,1894,,,53RD,0,4618,2,212,1,0,108,3,3,,,,50,8,42,"Belpre, VA",212,1,0,108,3,3,,,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Rossell, William","Rossell, William",,3,Third,12937,J.Q. Adams,Other,1840,1760,1840,Van Buren,Died,Democrat,Entire State,New Jersey,"Mt. Holly, NJ",Male,White,November,1826,0,Not Two-Party,,,,,11344,,Conf. Recess Appt.,0,0,0,,,Not Rated,,20,0,97,0,0,0,0,0,0,0,105,26,,,1,,,,,,,1826,1840,26TH,0,124,118,28,22,,,19TH,Unified,105,97,26,20,0,0,1840,,,26TH,0,3048,2,0,2,2,0,2,2,,,,80,14,66,"Mt. Holly, NJ",0,2,2,0,2,2,,,1,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,11/10/1826
"Roszkowski, Stanley J.","Roszkowski, Stanley J.",10782,7,Seventh,12900,Carter,Democrat,1990,1923,9999,"Bush, 41",Retired,Democrat,Northern,Illinois,"Chicago, IL",Male,White,October,1977,1,Same Party,,,,,8970,,Not Recess Appt.,0,0,0,,,Well-Qual.,,61,38,292,143,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1977,1990,101ST,1,260,175,55,45,,,95TH,Unified,292,143,62,38,0,0,1990,,,101ST,1,5516,4,42,0,0,42,0,0,,,,67,13,54,"Booneville, NY",42,0,0,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Roth, Jane R.","Roth, Jane R.",20305,3,Third,12910,Reagan,Republican,1991,1935,9999,"Bush, 41",Elevated,Republican,Entire State,Delaware,"Wilmington, DE",Female,White,November,1985,0,Same Party,,,,,14840,,Not Recess Appt.,0,0,0,509000,,Qualified,Well-Qual.,47,53,253,182,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1985,1991,102ND,1,267,165,56,44,1,,99TH,"Divided, House",253,182,47,53,0,0,1991,,,102ND,1,3860,2,131,1,1,39,1,1,,,509000,56,6,50,"Philadelphia, PA",131,1,1,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Roth, Stephen J.","Roth, Stephen J.",20605,6,Sixth,12920,Kennedy,Democrat,1974,1908,1974,Nixon,Died,Democrat,Eastern,Michigan,"Flynt, MI",Male,White,May,1962,1,Same Party,,,,,10980,,Not Recess Appt.,0,0,0,,,Well-Qual.,,64,36,262,175,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1962,1974,93RD,1,243,192,57,43,,,87TH,Unified,263,174,64,36,0,0,1974,,,93RD,1,5515,4,64,1,1,54,0,0,,,,66,12,54,Hungary,64,1,1,54,0,0,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,1,,,,1,
"Rothstein, Barbara J.","Rothstein, Barbara J.",20965,9,Ninth,12930,Carter,Democrat,9999,1939,9999,Active Ser.,Active Service,Democrat,Western,Washington,"Seattle, WA",Female,White,February,1980,3,Same Party,,,,,0,,Not Recess Appt.,1,,0,571905,,Qualified,,58,41,277,158,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1980,,,,,,,,,,96TH,Unified,277,158,59,41,0,0,9999,,,,,3220,5,22,1,1,39,1,1,,,571905,8060,8019,41,"Brooklyn, NY",22,1,1,39,1,1,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,
"Rovner, Ilana Diamond","Rovner, Ilana Diamond",10783,7,Seventh,12940,Reagan,Republican,1992,1938,9999,"Bush, 41",Elevated,Republican,Northern,Illinois,"Chicago, IL",Female,White,September,1984,0,Same Party,,,,,3140,,Not Recess Appt.,0,0,0,1261797,,Qualified,,46,54,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1984,1992,102ND,1,267,165,56,44,1,,98TH,"Divided, House",269,166,46,54,0,0,1992,,,102ND,1,5179,5,240,1,1,17,0,1,,,1261797,54,8,46,"Riga, Latvia",240,1,1,17,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,91,,,,,,225,,,,,,,,,,,,,
"Roy, Elsijane Trimble","Roy, Elsijane Trimble",10881,8,Eighth,12950,Carter,Democrat,1988,1916,9999,Reagan,Retired,Democrat,Eastern,Arkansas,"Little Rock, AR",Female,White,November,1977,1,Same Party,,,,,4190,,Not Recess Appt.,0,0,0,,,Well-Qual.,,61,38,292,143,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1977,1988,100TH,1,258,177,55,45,,,95TH,Unified,292,143,62,38,0,0,1988,,,100TH,1,5449,3,0,2,2,191,0,0,,,,72,11,61,"Lonoke, AR",0,2,2,191,0,0,,,1,1,,3,,,,,,,,,,,,,,,,,,,1,91,,,,,,2,213,,,,,,,,,,,1,
"Royal, C. Ashley","Royal, C. Ashley",,11,Eleventh,30223,"Bush, 43",Republican,9999,,9999,Active Ser.,Active Service,Republican,Middle,Georgia,,Male,White,December,2001,3,Same Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,107TH,"Divided, Senate",212,221,50,50,2,1,9999,,,,,,,,,,,,,,,,,7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rubin, Alvin B.","Rubin, Alvin B.",20561,5,Fifth,12960,L.B. Johnson,Democrat,1977,1920,1991,Carter,Elevated,Democrat,Eastern,Louisiana,"New Orleans, LA",Male,White,November,1966,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Well-Qual.,,68,32,295,140,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1966,1977,95TH,0,292,143,62,38,,,89TH,Unified,295,140,68,32,0,0,1977,,,95TH,0,1805,5,47,0,0,47,0,0,,,,57,11,46,"Alexandria, LA",47,0,0,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Rubin, Carl B.","Rubin, Carl B.",20606,6,Sixth,12980,Nixon,Republican,1995,1920,1995,Clinton,Died,Republican,Southern,Ohio,"Columbus, OH",Male,White,May,1971,1,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Qualified,,54,44,255,180,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1971,1995,104TH,1,203,231,48,52,1,,92ND,"Divided, Both",225,180,55,45,0,0,1995,,,104TH,1,3525,5,18,0,0,18,0,0,,,,75,24,51,"Cincinnati, OH",18,0,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
"Rudkin, Frank H.","Rudkin, Frank H.",,9,Ninth,12990,Taft,Republican,1923,1864,1931,Harding,Elevated,Republican,Eastern,Washington,"Spokane, WA",Male,White,January,1911,0,Same Party,,,,,19880,,Not Recess Appt.,0,0,0,,,Not Rated,,42,49,228,162,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1910,1922,67TH,0,132,300,37,59,1,,61ST,Unified,172,219,32,59,0,0,1922,,,67TH,0,3585,4,0,2,2,108,3,3,,,,59,12,47,"Vernon, OH",0,2,2,108,3,3,,,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Rufe, Cynthia M.","Rufe, Cynthia M.",,3,Third,30249,"Bush, 43",Republican,9999,,9999,Active Ser.,Active Service,Republican,Eastern,Pennsylvania,,Female,White,April,2002,3,Same Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,107TH,"Divided, Senate",212,221,50,50,2,1,9999,,,,,,,,,,,,,,,,,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Runyon, William Nelson","Runyon, William Nelson",20346,3,Third,13020,Harding,Republican,1931,1871,1931,Hoover,Died,Republican,Entire State,New Jersey,"Newark, NJ",Male,White,January,1923,0,Same Party,,,,,0,,Not Recess Appt.,1,1,0,,,Not Rated,,43,51,207,225,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,1922,1931,72ND,2,216,218,47,48,1,1,67TH,Unified,132,300,37,59,1,0,1931,,,72ND,2,5843,3,99,1,1,60,1,1,,,,60,8,52,"Plainfield, NJ",99,1,1,60,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,7,,,
"Russell, Donald Stuart","Russell, Donald Stuart",10485,4,Fourth,22730,L.B. Johnson,Democrat,1971,1906,1998,Nixon,Elevated,Democrat,Entire State,South Carolina,"Spartanburg, SC",Male,White,October,1966,1,Same Party,,,,,21520,,Not Recess Appt.,0,0,0,,,Well-Qual.,,68,32,295,140,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1966,1971,92ND,1,225,180,55,45,,,89TH,Unified,295,140,68,32,0,0,1971,,,92ND,1,2465,10,137,0,0,137,0,0,,,,65,5,60,"Lafayette Springs, MS",137,0,0,137,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,1,33,30,31,,1,1,,,,,,,,,,,,,1,
"Russell, Dan Monroe, Jr.","Russell, Dan Monroe, Jr.",20562,5,Fifth,13030,L.B. Johnson,Democrat,1983,1913,9999,Reagan,Retired,Democrat,Southern,Mississippi,"Gulfport, MS",Male,White,October,1965,1,Same Party,,,,,9750,,Not Recess Appt.,0,0,0,,,Qualified,,68,32,295,140,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1965,1983,98TH,2,269,166,46,54,,,89TH,Unified,295,140,68,32,0,0,1983,,,98TH,2,5514,3,56,0,0,56,0,0,,,,70,18,52,"Magee, MS",56,0,0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Russell, Robert Lee","Russell, Robert Lee",20563,5,Fifth,13070,F. Roosevelt,Democrat,1949,1900,1955,Truman,Elevated,Democrat,Northern,Georgia,"Gainesville, GA",Male,White,August,1940,0,Same Party,,,,,0,,Not Recess Appt.,1,2,0,,,Not Rated,,69,23,262,169,0,0,0,0,0,0,0,0,2,0,1,3,,,,,,1940,1949,81ST,0,263,171,54,42,1,,76TH,Unified,262,169,69,23,4,4,1949,,,81ST,0,1090,7,0,2,2,108,3,3,,,,49,9,40,"Winder, GA",0,2,2,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,1,
"Russell, Gordon James","Russell, Gordon James",,5,Fifth,30000,Taft,Republican,1919,1859,1919,Wilson,Died,Democrat,Eastern,Texas,"Sherman, TX",Male,White,June,1910,0,Cross Party,,,,,1185,,Not Recess Appt.,0,0,0,,,Not Rated,,32,59,172,219,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1910,1919,66TH,1,191,237,47,48,7,1,61ST,Unified,172,219,32,59,0,0,1919,,,66TH,1,130,,36,1,0,108,3,3,,,,60,9,51,"Huntsville, AL",36,1,0,108,3,3,,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,
"Russell, Thomas B.","Russell, Thomas B.",20653,6,Sixth,23780,Clinton,Democrat,9999,1945,9999,Active Ser.,Active Service,Democrat,Western,Kentucky,"Paducah, KY",Male,White,October,1994,3,Same Party,18,19,B,,,,Not Recess Appt.,0,0,,416882,,Well-Qual.,,56,44,259,176,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1994,,,,,,,,,,103RD,Unified,258,176,57,43,1,0,9999,,,,,1740,10,297,0,0,46,0,0,0,0,416882,8054,8005,49,"Louisville, KY",297,0,0,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Russell, David L.","Russell, David L.",11057,10,Tenth,13040,Reagan,Republican,9999,1942,9999,Active Ser.,Active Service,Republican,"No., Ea., Wst",Oklahoma,"Oklahoma City, OK",Male,White,December,1981,3,Same Party,,,,,2265,,Not Recess Appt.,0,0,0,135000,,Qualified,,46,53,243,192,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1981,,,,,,,,,,97TH,"Divided, House",243,192,47,53,0,0,9999,,,,,5513,10,526,0,1,66,0,0,,,135000,8057,8018,39,"Sapula, OK",526,0,1,66,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,1,74,,,,,,2,202,,,,,,,,,,,1,
"Ryan, Sylvester J.","Ryan, Sylvester J.",20226,2,Second,13120,Truman,Democrat,1973,1896,1981,Nixon,Retired,Democrat,Southern,New York,"New York, NY",Male,White,November,1947,1,Same Party,,,,,1350,,Conf. Recess Appt.,0,0,0,,,Not Rated,,45,51,188,246,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1947,1973,93RD,1,243,192,57,43,,,80TH,"Divided, Both",188,246,45,51,1,0,1973,,,93RD,1,3260,4,0,2,2,33,0,1,,,,77,26,51,"New York, NY",0,2,2,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,11/1/1947
"Ryan, Harold L.","Ryan, Harold L.",20966,9,Ninth,13100,Reagan,Republican,1992,1923,1995,"Bush, 41",Retired,Republican,Entire State,Idaho,"Boise, ID",Male,White,December,1981,0,Same Party,,,,,9140,,Not Recess Appt.,0,0,0,1103435,,Qualified,,46,53,243,192,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1981,1992,102ND,1,267,165,56,44,1,,97TH,"Divided, House",243,192,47,53,0,0,1992,,,102ND,1,5512,8,0,2,2,211,0,0,,,1103435,69,11,58,"Weiser, ID",0,2,2,211,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,
"Rymer, Pamela Ann","Rymer, Pamela Ann",20967,9,Ninth,13130,Reagan,Republican,1989,1941,9999,"Bush, 41",Elevated,Republican,Central,California,"Los Angeles, CA",Female,White,February,1983,0,Same Party,,,,,3830,,Not Recess Appt.,0,0,0,551000,,Well-Qual.,,46,54,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1983,1989,101ST,1,260,175,55,45,,,98TH,"Divided, House",269,166,46,54,0,0,1989,,,101ST,1,4240,7,213,1,1,82,0,1,,,551000,48,6,42,"Knoxville, TN",213,1,1,82,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Ryskamp, Kenneth L.","Ryskamp, Kenneth L.",11154,11,Eleventh,13150,Reagan,Republican,2000,1932,9999,Clinton,Retired,Republican,Southern,Florida,"Miami, FL",Male,White,April,1986,2,Same Party,,,,,2725,,Not Recess Appt.,0,0,0,1233500,,Well-Qual.,,47,53,253,182,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1986,2000,106TH,1,211,223,45,55,1,,99TH,"Divided, House",253,182,47,53,0,0,2000,,,106TH,1,2230,7,362,1,1,272,0,1,,,1233500,68,14,54,"Grand Rapids, MI",362,1,1,272,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,1,
"Sabin, Chauncey Brewer","Sabin, Chauncey Brewer",,5,Fifth,13155,Arthur,Republican,1890,1824,1890,B. Harrison,Died,Republican,Eastern,Texas,"Galveston, TX",Male,White,April,1884,0,Same Party,,,,,9938,,Not Recess Appt.,0,0,0,,,Not Rated,,36,40,200,119,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1884,1890,51ST,0,156,173,37,47,1,,48TH,"Divided, House",200,119,36,40,6,0,1890,,,51ST,0,5939,4,0,2,2,108,3,3,,,,66,6,60,"Oneonta County, NY",0,2,2,108,3,3,,,,1,,2,,,,,,,,,,,,,,,,,,,1,121,,,,,,,,,1,,,,,1,,,,1,
"Sabin, George Myron","Sabin, George Myron",,9,Ninth,13156,Arthur,Republican,1890,1835,1890,B. Harrison,Died,Republican,Entire State,Nevada,"Eureka, NV",Male,White,July,1882,0,Same Party,,,,,4783,,Not Recess Appt.,0,0,0,,,Not Rated,,37,37,130,152,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1882,1890,51ST,0,156,173,37,47,1,,47TH,Unified,130,152,37,37,11,2,1890,,,51ST,0,6057,2,370,0,1,108,3,3,,,,55,8,47,Ohio,370,0,1,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,92,,,,,,,,,,,,,,,,,,1,
